source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,phot_variable_flag,l,b,teff_val,a_g_val,r_est,r_lo,r_hi,r_len
598886700701911296,132.61391896199783,0.5002700345563817,11.37819927855342,0.3308882971906234,2.1980398837873363,0.5661042815629778,-9.377383448980986,-5.337205572541553,20.05394,2.0133095,0.8288269,1.1844826,,,NOT_AVAILABLE,216.04368295688187,31.531303444691403,,,476.331039139234,356.793343192042,703.645063383499,409.317533897859
598955561912957312,132.50023788238855,20.237162725619463,11.742828818818037,5.065545183097995,,,,,21.34285,,,,,,NOT_AVAILABLE,215.60048603380602,31.58360900826328,,,,,,
598886597622696064,132.6350056626099,1.022941156353434,11.378378692017494,0.7717609615907742,2.929072629531731,1.1702221792654606,-2.6819819684302315,4.140676941909305,20.63326,1.9507179,0.6240845,1.3266335,,,NOT_AVAILABLE,216.05373361240902,31.550118350804393,,,417.039551700017,250.096721599062,950.558910932974,409.240470834958
598885880363159296,132.821785770336,0.029261932114742623,11.431875575768066,0.020948573284407034,1.188043766856844,0.03486914373564735,-10.985825622622158,-2.761569246953049,15.022562,0.98558235,0.41650867,0.5690737,,,NOT_AVAILABLE,216.08754374141313,31.738681507831174,5354.5,0.177,821.655068618762,798.609674378273,846.042760397151,408.384669100291
598902815419162112,132.659849576154,0.07785358209203593,11.592198234991702,0.04615279928502822,0.3776825216929165,0.0875121351836239,2.0783902776388583,-7.431914149124328,16.737719,1.0142612,0.43027115,0.5839901,,,NOT_AVAILABLE,215.83808745236985,31.662282511208947,5314.545,0.7543,2166.75119183917,1833.90521863049,2618.46691607452,408.456740648134
598886052161851264,132.8130617493083,0.02709249072175262,11.445161539752291,0.02050340864924645,1.0940207033930198,0.033547844994375034,-10.939029613770042,-2.8325145840887718,13.030944,0.75748634,0.29861355,0.4588728,,,NOT_AVAILABLE,216.06913840133265,31.73653394348987,5661.9697,0.7692,890.312432106708,864.315945264682,917.888652054845,408.373312417091
598905667277445376,132.4532939052683,0.17834952547118213,11.586031136836187,0.1003210609516749,1.1184469640290706,0.19578387093962124,-10.51078151059922,-2.745251711931236,18.27572,2.0158768,0.9905586,1.0253181,,,NOT_AVAILABLE,215.74483400557668,31.476087218241215,,,868.424246852084,735.223682327585,1055.86999635891,409.231576153933
598884746491793024,132.85115097636978,0.021673612755456786,11.388125651046389,0.01596198382084814,1.1265277092507218,0.02723146933345468,-11.047053062964487,-2.7433206139341757,13.026408,0.7487602,0.2949171,0.45384312,,,NOT_AVAILABLE,216.14846876083863,31.746306993294837,6171.0,,865.348393183958,845.283797260805,886.369773731395,408.419791259718
598885193168390400,132.85371662918521,0.3570244775177235,11.43274228241492,0.2610391419209709,0.5006159896572608,0.4534654060394474,-3.106141631857155,-17.400401515971442,19.493484,1.7265816,0.7209892,1.0055923,,,NOT_AVAILABLE,216.10215001955655,31.767422006810154,,,1248.30341382392,853.534101980064,1920.60651965432,408.264448323883
598955115235894784,132.48669569920784,0.04906481783404878,11.692484485042408,0.027141587772205523,1.1947052504614464,0.05624599905743613,-10.72819067931009,-2.8290703540807027,9.403743,1.4687986,0.6963835,0.77241516,33.9184772619713,0.3094098360272276,NOT_AVAILABLE,215.64761045591513,31.55046917035287,4459.1733,0.3287,817.191699773352,781.064364372757,856.7445650302,408.767435991441
598886017802111104,132.83571099494478,0.026265033220543795,11.46236983276328,0.019184366080162607,0.2676623229866713,0.03084119926611954,-0.7677738700353487,-1.3467806945885694,12.920123,1.069623,0.45712757,0.6124954,70.63820823406826,1.6831600688775827,NOT_AVAILABLE,216.06179904095922,31.763918878415005,5057.1274,,3182.60291467921,2902.54282087746,3517.01504567304,408.233791495184
598886086521588096,132.8237619222509,0.23158024781199,11.469520919551282,0.1792808998869728,-0.6326672369198661,0.2778223452812752,-1.7020559465617797,-1.9100209925058858,18.773876,0.94490814,0.3579216,0.58698654,,,NOT_AVAILABLE,216.04836546998376,31.756315338918235,,,2712.50996873844,2044.30742350225,3618.90262415631,408.254376434215
598883024212084096,132.75153443302065,2.1544564130818813,11.356579530416942,1.242056478979429,-2.8597413094165325,2.4631603987308477,-4.3702065882876875,-5.865668913443338,20.95629,2.269968,1.0399303,1.2300377,,,NOT_AVAILABLE,216.1335856504352,31.644461951537075,,,1058.23115007011,581.609637610757,1827.09736963,408.887252534826
598884952650222336,132.84975023715694,0.019251654872785587,11.413697263050548,0.013651491862407784,1.1014618598623536,0.025011397945015192,-10.954984565594291,-2.8088233060582746,13.160717,0.73885155,0.29000568,0.44884586,,,NOT_AVAILABLE,216.12052700625875,31.75585961218925,6256.0,0.753,884.522268043699,865.239965271053,904.666654308077,408.341330664669
598900242733823232,132.5868467858602,0.024942763608188832,11.481636581471767,0.01618336735135353,0.7427502223444025,0.031399529387258956,-6.4771147438222325,-3.192692627958011,14.475276,0.78185844,0.31120872,0.47064972,,,NOT_AVAILABLE,215.92050653744704,31.550868991322652,5945.5,0.451,1293.27440064571,1242.57452217689,1348.18605837038,409.081685681261
598904464688457216,132.43669126410649,0.5325373980100555,11.55365753622816,0.32683647355543904,1.4431833341904405,0.685295876399078,-8.397852497952421,-2.083798505122156,20.04926,2.3600235,1.1557026,1.2043209,,,NOT_AVAILABLE,215.77125421870073,31.447719392537984,,,719.357014117042,467.003968703344,1270.08629277681,409.395761620217
598955424473539712,132.4754365309898,0.024837564933754937,11.718447832154087,0.016727709053158686,1.010156194137576,0.03198550509135858,-1.777023443533825,-6.55936421088611,14.520359,0.8846159,0.35711384,0.52750206,,,NOT_AVAILABLE,215.61452616419334,31.551344294747633,5648.0,0.1713,961.997023075364,933.090451157343,992.713979448609,408.725188765163
598889316336995840,132.79043237961085,0.31954905033173475,11.495597544989753,0.2607709455869842,5.8578867025458,0.3966880223027959,-0.9837148911557421,-26.287947829731706,19.26265,3.3678417,1.9460297,1.421812,,,NOT_AVAILABLE,216.00436898694872,31.737686314294198,,,171.106317846057,159.948414066286,183.906470505896,408.291753673356
598886361399495552,132.80734765901616,0.10028583716590196,11.48018452788894,0.07411335787134107,1.3691926240290242,0.12039783749738879,3.5344704593146137,-9.558403216821398,17.562029,1.9879551,0.9820137,1.0059414,,,NOT_AVAILABLE,216.02901917095875,31.746223554778165,,,716.513292758458,658.542411342976,785.338160273798,408.279900296748
598885158808652416,132.84998142599673,0.43119183783850545,11.421479631187783,0.3408984306601615,1.0367006798450493,0.5614679580351908,-0.6273327647656348,-3.343789494644083,19.657452,1.5085888,0.55073166,0.95785713,,,NOT_AVAILABLE,216.1123420944457,31.75934990713558,,,893.732532526569,595.172027208932,1479.07198300119,408.315029615285
598890518927847424,132.68901539983216,0.12332104793846915,11.519218132674059,0.08823119412339436,0.39701009521471303,0.1447192759487657,-0.5852927622622985,-7.321823295244766,17.790634,1.0514565,0.4370842,0.61437225,,,NOT_AVAILABLE,215.92999393102244,31.65750188659521,,,1888.04633374671,1510.66779390159,2440.0918782748,408.586925807842
598903678707639296,132.65041352765115,0.04645540422136661,11.6183205980043,0.03149003898969953,1.0991800118729558,0.056805476955706535,-11.038794603289627,-2.9569268459088676,15.943875,1.2318296,0.5471735,0.68465614,,,NOT_AVAILABLE,215.8056745591073,31.664873248624897,4900.4834,,886.002985204651,842.656981822012,933.940208838705,408.406553980658
598904155448700288,132.47993979916106,0.02578614570992696,11.529057058010453,0.017171927191262322,0.6385637418588154,0.03339519503965391,-4.9236751092852025,-0.7975974720025449,14.326165,0.8138294,0.3291788,0.4846506,,,NOT_AVAILABLE,215.81831571293694,31.475813727265365,5813.5,,1491.86865626413,1419.82297716034,1571.407659855,409.317593647882
598889866092818816,132.70377742452828,0.35473030547273476,11.490236532071812,0.23416162276671484,0.7768675790346009,0.4269109722099018,-1.227418101679774,-2.351510794599326,19.658339,1.4792194,0.6133385,0.86588097,,,NOT_AVAILABLE,215.9680323846669,31.65841523970002,,,1075.53793714904,751.722961599449,1654.49185256181,408.627088262855
598899619963545088,132.55003907065705,0.48341775382793845,11.426497993061098,0.3093274981256968,1.2983465593694548,0.601964405343228,1.170225012604949,-22.614725538287587,20.09973,2.519743,1.2603683,1.2593746,,,NOT_AVAILABLE,215.9613248505147,31.494913951980383,,,771.982718639126,513.043264380169,1313.76246277635,409.393222285776
598885674204739200,132.73982227008884,0.11321356767367681,11.424703235118596,0.07686221533538647,0.3870057073425982,0.13278419848128176,-5.797099372653656,1.49250730267675,17.813757,1.1011314,0.46738052,0.6337509,,,NOT_AVAILABLE,216.0553451452245,31.662818215159664,,,1953.88944354708,1581.90007161613,2488.75161595572,408.708399420885
598954531120347136,132.36623146227325,0.02367443821173753,11.706202261532061,0.01583106732146098,0.8753796740939354,0.02942145688375806,-1.3481539301874974,-3.581107681319627,14.254889,0.86646366,0.3565855,0.50987816,,,NOT_AVAILABLE,215.57500305206491,31.449125671299324,5751.0,,1104.91185380027,1069.91074758518,1142.23040986773,409.164461008552
598902750994703872,132.6761663644312,0.09990060088231893,11.572682322374336,0.061339309693117655,0.10579818603228963,0.11996343582526782,1.3080143257101724,-6.2868561313773395,17.468578,0.9710274,0.39801788,0.5730095,,,NOT_AVAILABLE,215.8667880789802,31.668579598949655,,,2890.4597572818,2313.37066255349,3679.99724790202,408.4602684442
598885605485262720,132.74858925773646,0.24614821658209868,11.409210838708926,0.16608931181752237,0.19543910833319078,0.2831236054912153,-2.2415444186977176,-0.505492635816525,19.022047,0.7775326,0.310524,0.4670086,,,NOT_AVAILABLE,216.07610750395565,31.66407128745464,,,1781.57233582843,1306.05684183288,2503.70123764673,408.726769179528
598888800940929664,132.72729900747188,0.6131494275594622,11.450665311882469,0.400924948025976,0.8347233621928605,0.7291774941142048,-26.81673133419958,-3.2130281491585877,20.369064,1.6784172,0.4325943,1.2458229,,,NOT_AVAILABLE,216.02160626744353,31.66263999719649,,,959.904394589853,603.325546781858,1627.61645899329,408.669722917967
598900277093558784,132.6084265440822,0.04695005770965001,11.485883892968824,0.03223283299844211,0.5447635797296776,0.05528235702872891,1.4928057104815429,-6.21776354858651,16.090517,0.93971634,0.38880348,0.55091286,,,NOT_AVAILABLE,215.9264415359852,31.571837850772177,5354.758,0.408,1708.98691525065,1559.31888205981,1888.66550804017,408.989379666477
598902750994704000,132.67491073851775,0.4087044860674915,11.574398462078989,0.24819424515501473,0.10244624918323261,0.48523724490732045,2.422581510769154,-4.4987815516051395,19.806097,2.1456242,1.0095215,1.1361027,,,NOT_AVAILABLE,215.8643508603866,31.66818529780711,,,1467.28308026758,1001.27231275675,2205.41464837863,408.459298516443
598956313533678080,132.4494213877931,2.5484974259424424,11.755428534330173,2.0720248795042915,,,,,20.994177,1.3740082,0.043584824,1.3304234,,,NOT_AVAILABLE,215.56260229503516,31.543708502443206,,,,,,
598906388831953536,132.55388329937026,0.29987038152530954,11.601807736081012,0.1846763612821269,2.6840893672146073,0.34890928365282814,-7.7554185198770105,-9.360809201866427,19.320757,2.8983097,1.6073189,1.2909908,,,NOT_AVAILABLE,215.776616646853,31.5721312782372,,,375.424232949587,328.981724123854,436.710301913762,408.813793080658
598905770356662656,132.46887880695934,0.1885898491292893,11.600132210080838,0.12017444945958981,-0.0024370636056401853,0.23272206062488826,-0.09277195039945241,0.025936165896893477,18.397871,0.5732784,0.21843529,0.35484314,,,NOT_AVAILABLE,215.73735185557967,31.495866225650428,,,2237.48939625075,1682.66882777262,3031.99601557854,409.129527209395
598907423919139968,132.51013274828856,0.022053924338461192,11.634213392868043,0.014316093252175874,2.428718298510003,0.02738834063113527,-4.345650989776287,-8.86160134713635,14.063699,1.0924044,0.47489548,0.6175089,,,NOT_AVAILABLE,215.72097888033088,31.546852523789234,5047.0,0.118,406.9322365111,402.412718712846,411.552561073437,408.869261187188
598890140970726656,132.68423235051628,0.028476307604465605,11.515605844993345,0.019251157762974685,1.1258781834371854,0.03368653207469682,-2.790091954077086,-2.0393658667332084,14.773126,0.98618984,0.42024612,0.5659437,,,NOT_AVAILABLE,215.93152474733685,31.651729873110487,5344.0,0.237,865.804633830044,841.099043526925,891.975502351364,408.616177647387
598900139654610432,132.57904220308734,0.02067542307568431,11.465674359874551,0.013221147501445988,1.1147023446390834,0.0248081527777626,-5.266837818614632,-1.5868410128128492,13.652877,0.7658205,0.30431747,0.46150303,,,NOT_AVAILABLE,215.9337109159908,31.53720672112219,6131.5,0.378,874.297099649899,855.602637349119,893.810695650514,409.16162151391
